START,END,UTC,READABLE_START,READABLE_END,STEP,RUN,WALK,SPEED,DUT,DIST,CAL,DEVICE_UUID,DEVICE_TYPE
1636389480000,1636389539999,UTC+0900,2021-11-09 01:38:00,2021-11-09 01:38:59.999,71,0,71,1.1666666,44160,51.52,2.57,eyBgT68yQ9,WEARABLE
1636389540000,1636389599999,UTC+0900,2021-11-09 01:39:00,2021-11-09 01:39:59.999,105,0,105,1.4166666,56541,80.1,3.48,eyBgT68yQ9,WEARABLE
1636389600000,1636389659999,UTC+0900,2021-11-09 01:40:00,2021-11-09 01:40:59.999,117,0,117,1.5153333,60000,90.92,3.98,eyBgT68yQ9,WEARABLE
1636389660000,1636389719999,UTC+0900,2021-11-09 01:41:00,2021-11-09 01:41:59.999,118,0,118,1.5285,60000,91.71,4.03,eyBgT68yQ9,WEARABLE
1636389720000,1636389779999,UTC+0900,2021-11-09 01:42:00,2021-11-09 01:42:59.999,113,0,113,1.4526666,60000,87.16,3.98,eyBgT68yQ9,WEARABLE
1636389780000,1636389839999,UTC+0900,2021-11-09 01:43:00,2021-11-09 01:43:59.999,116,0,116,1.4931667,60000,89.59,4.04,eyBgT68yQ9,WEARABLE
1636389840000,1636389899999,UTC+0900,2021-11-09 01:44:00,2021-11-09 01:44:59.999,115,0,115,1.4726909,60000,89.12,3.98,eyBgT68yQ9,WEARABLE
1636389900000,1636389959999,UTC+0900,2021-11-09 01:45:00,2021-11-09 01:45:59.999,100,0,100,1.4444444,53190,76.83,3.68,eyBgT68yQ9,WEARABLE
1636389960000,1636390019999,UTC+0900,2021-11-09 01:46:00,2021-11-09 01:46:59.999,74,0,74,1.1388888,47028,53.56,2.93,eyBgT68yQ9,WEARABLE
1636390020000,1636390079999,UTC+0900,2021-11-09 01:47:00,2021-11-09 01:47:59.999,40,0,40,1.1111112,25767,28.63,1.61,eyBgT68yQ9,WEARABLE
1636390080000,1636390139999,UTC+0900,2021-11-09 01:48:00,2021-11-09 01:48:59.999,42,0,42,0.9444444,30885,29.17,1.6,eyBgT68yQ9,WEARABLE
1636417140000,1636417199999,UTC+0900,2021-11-09 09:19:00,2021-11-09 09:19:59.999,25,0,25,1.3611112,13988,19.04,0.88,eyBgT68yQ9,WEARABLE
1636417200000,1636417259999,UTC+0900,2021-11-09 09:20:00,2021-11-09 09:20:59.999,33,0,33,1.4042498,17489,24.56,1.22,eyBgT68yQ9,WEARABLE
1636417260000,1636417319999,UTC+0900,2021-11-09 09:21:00,2021-11-09 09:21:59.999,110,0,110,1.75,50337,88.09,3.8,eyBgT68yQ9,WEARABLE
1636417320000,1636417379999,UTC+0900,2021-11-09 09:22:00,2021-11-09 09:22:59.999,99,0,99,1.6693788,46712,77.981,3.51,eyBgT68yQ9,WEARABLE
1636417380000,1636417439999,UTC+0900,2021-11-09 09:23:00,2021-11-09 09:23:59.999,107,0,107,1.6388888,51553,84.49,3.68,eyBgT68yQ9,WEARABLE
1636417440000,1636417499999,UTC+0900,2021-11-09 09:24:00,2021-11-09 09:24:59.999,132,25,107,1.8611112,58148,108.22,5.38,eyBgT68yQ9,WEARABLE
1636417500000,1636417559999,UTC+0900,2021-11-09 09:25:00,2021-11-09 09:25:59.999,140,25,115,2.0555556,57765,118.74,6.16,eyBgT68yQ9,WEARABLE
1636417560000,1636417619999,UTC+0900,2021-11-09 09:26:00,2021-11-09 09:26:59.999,147,64,80,2.25,57111,128.5,7.68,eyBgT68yQ9,WEARABLE
1636417620000,1636417679999,UTC+0900,2021-11-09 09:27:00,2021-11-09 09:27:59.999,128,0,131,1.7733899,58126,103.081,4.52,eyBgT68yQ9,WEARABLE
1636417680000,1636417739999,UTC+0900,2021-11-09 09:28:00,2021-11-09 09:28:59.999,108,0,108,1.7222222,48449,83.44,4.13,eyBgT68yQ9,WEARABLE
1636417740000,1636417799999,UTC+0900,2021-11-09 09:29:00,2021-11-09 09:29:59.999,45,0,45,1.4152781,24186,34.23,1.53,eyBgT68yQ9,WEARABLE
1636417800000,1636417859999,UTC+0900,2021-11-09 09:30:00,2021-11-09 09:30:59.999,10,0,10,2.0555556,4490,9.23,0.51,eyBgT68yQ9,WEARABLE
1636417860000,1636417919999,UTC+0900,2021-11-09 09:31:00,2021-11-09 09:31:59.999,61,0,61,1.0833334,39747,43.06,2.25,eyBgT68yQ9,WEARABLE
1636417920000,1636417979999,UTC+0900,2021-11-09 09:32:00,2021-11-09 09:32:59.999,22,0,22,1.1944444,13318,15.908,0.76,eyBgT68yQ9,WEARABLE
1636417980000,1636418039999,UTC+0900,2021-11-09 09:33:00,2021-11-09 09:33:59.999,18,0,18,1.3055556,10279,13.42,0.58,eyBgT68yQ9,WEARABLE
1636418340000,1636418399999,UTC+0900,2021-11-09 09:39:00,2021-11-09 09:39:59.999,31,0,31,1.2299385,18524,22.784,1.05,eyBgT68yQ9,WEARABLE
1636418400000,1636418459999,UTC+0900,2021-11-09 09:40:00,2021-11-09 09:40:59.999,82,0,82,1.4501425,43206,62.656,2.97,eyBgT68yQ9,WEARABLE
1636418460000,1636418519999,UTC+0900,2021-11-09 09:41:00,2021-11-09 09:41:59.999,21,0,21,1.3611112,11630,15.83,0.72,eyBgT68yQ9,WEARABLE
1636420020000,1636420079999,UTC+0900,2021-11-09 10:07:00,2021-11-09 10:07:59.999,66,0,66,1.4166666,29075,41.19,2.19,eyBgT68yQ9,WEARABLE
1636420080000,1636420139999,UTC+0900,2021-11-09 10:08:00,2021-11-09 10:08:59.999,78,0,78,1.3333334,42915,57.22,2.87,eyBgT68yQ9,WEARABLE
1636420140000,1636420199999,UTC+0900,2021-11-09 10:09:00,2021-11-09 10:09:59.999,27,0,27,1.3919258,14569,20.28,0.93,eyBgT68yQ9,WEARABLE
1636420800000,1636420859999,UTC+0900,2021-11-09 10:20:00,2021-11-09 10:20:59.999,99,0,94,1.2777778,57443,73.4,3.42,eyBgT68yQ9,WEARABLE
1636420860000,1636420919999,UTC+0900,2021-11-09 10:21:00,2021-11-09 10:21:59.999,33,0,38,1.4722222,9421,13.87,2.45,eyBgT68yQ9,WEARABLE
1636421760000,1636421819999,UTC+0900,2021-11-09 10:36:00,2021-11-09 10:36:59.999,20,0,20,1.3930544,10807,15.056,0.7,eyBgT68yQ9,WEARABLE
1636421820000,1636421879999,UTC+0900,2021-11-09 10:37:00,2021-11-09 10:37:59.999,23,0,23,1.3888888,12556,17.44,0.81,eyBgT68yQ9,WEARABLE
1636422600000,1636422659999,UTC+0900,2021-11-09 10:50:00,2021-11-09 10:50:59.999,27,0,27,1.4255378,14504,20.676,0.891,eyBgT68yQ9,WEARABLE
1636422660000,1636422719999,UTC+0900,2021-11-09 10:51:00,2021-11-09 10:51:59.999,10,0,10,1.4166666,5272,7.47,0.36,eyBgT68yQ9,WEARABLE
1636427220000,1636427279999,UTC+0900,2021-11-09 12:07:00,2021-11-09 12:07:59.999,11,0,11,1.2222222,6725,8.22,0.38,eyBgT68yQ9,WEARABLE
1636427280000,1636427339999,UTC+0900,2021-11-09 12:08:00,2021-11-09 12:08:59.999,43,0,43,1.24168,25755,31.98,1.63,eyBgT68yQ9,WEARABLE
1636427400000,1636427459999,UTC+0900,2021-11-09 12:10:00,2021-11-09 12:10:59.999,24,0,24,1.1944444,14575,17.41,0.85,eyBgT68yQ9,WEARABLE
1636427880000,1636427939999,UTC+0900,2021-11-09 12:18:00,2021-11-09 12:18:59.999,21,0,21,1.3333334,11902,15.87,0.71,eyBgT68yQ9,WEARABLE
1636429260000,1636429319999,UTC+0900,2021-11-09 12:41:00,2021-11-09 12:41:59.999,29,0,29,1.0277778,20101,20.66,1.03,eyBgT68yQ9,WEARABLE
1636429560000,1636429619999,UTC+0900,2021-11-09 12:46:00,2021-11-09 12:46:59.999,26,0,26,1.1944444,15756,18.82,0.95,eyBgT68yQ9,WEARABLE
1636429620000,1636429679999,UTC+0900,2021-11-09 12:47:00,2021-11-09 12:47:59.999,13,0,7,1.3055556,7337,9.58,0.46,eyBgT68yQ9,WEARABLE
1636429680000,1636429739999,UTC+0900,2021-11-09 12:48:00,2021-11-09 12:48:59.999,14,0,20,1.6111112,6840,11.02,0.47,eyBgT68yQ9,WEARABLE
1636429800000,1636429859999,UTC+0900,2021-11-09 12:50:00,2021-11-09 12:50:59.999,21,0,21,0.99266684,14780,14.672,0.79,eyBgT68yQ9,WEARABLE
1636429920000,1636429979999,UTC+0900,2021-11-09 12:52:00,2021-11-09 12:52:59.999,23,0,21,1.2777778,13351,17.06,0.75,eyBgT68yQ9,WEARABLE
1636429980000,1636430039999,UTC+0900,2021-11-09 12:53:00,2021-11-09 12:53:59.999,44,0,46,1.25,20344,25.43,2.79,eyBgT68yQ9,WEARABLE
1636430340000,1636430399999,UTC+0900,2021-11-09 12:59:00,2021-11-09 12:59:59.999,16,0,16,1.5277778,8227,12.57,0.57,eyBgT68yQ9,WEARABLE
1636430400000,1636430459999,UTC+0900,2021-11-09 13:00:00,2021-11-09 13:00:59.999,24,0,24,1.4166666,12938,18.33,0.85,eyBgT68yQ9,WEARABLE
1636430640000,1636430699999,UTC+0900,2021-11-09 13:04:00,2021-11-09 13:04:59.999,29,0,29,1.25,17168,21.46,1.04,eyBgT68yQ9,WEARABLE
1636430700000,1636430759999,UTC+0900,2021-11-09 13:05:00,2021-11-09 13:05:59.999,10,0,10,1.0,7020,7.02,0.41,eyBgT68yQ9,WEARABLE
1636430760000,1636430819999,UTC+0900,2021-11-09 13:06:00,2021-11-09 13:06:59.999,7,0,7,1.0277778,4816,4.95,0.24,eyBgT68yQ9,WEARABLE
1636430820000,1636430879999,UTC+0900,2021-11-09 13:07:00,2021-11-09 13:07:59.999,28,0,28,1.0833334,18415,19.95,0.98,eyBgT68yQ9,WEARABLE
1636430940000,1636430999999,UTC+0900,2021-11-09 13:09:00,2021-11-09 13:09:59.999,15,0,15,1.3333334,8520,11.36,0.53,eyBgT68yQ9,WEARABLE
1636431000000,1636431059999,UTC+0900,2021-11-09 13:10:00,2021-11-09 13:10:59.999,28,0,28,1.0,19780,19.78,1.04,eyBgT68yQ9,WEARABLE
1636431060000,1636431119999,UTC+0900,2021-11-09 13:11:00,2021-11-09 13:11:59.999,66,0,66,1.3333334,36382,48.51,2.37,eyBgT68yQ9,WEARABLE
1636431120000,1636431179999,UTC+0900,2021-11-09 13:12:00,2021-11-09 13:12:59.999,112,0,112,1.435,60000,86.1,3.95,eyBgT68yQ9,WEARABLE
1636431180000,1636431239999,UTC+0900,2021-11-09 13:13:00,2021-11-09 13:13:59.999,116,0,116,1.4938333,60000,89.63,4.15,eyBgT68yQ9,WEARABLE
1636431240000,1636431299999,UTC+0900,2021-11-09 13:14:00,2021-11-09 13:14:59.999,112,0,112,1.4373333,60000,86.24,4.22,eyBgT68yQ9,WEARABLE
1636431300000,1636431359999,UTC+0900,2021-11-09 13:15:00,2021-11-09 13:15:59.999,40,0,40,1.4166666,21698,30.74,1.5,eyBgT68yQ9,WEARABLE
1636431960000,1636432019999,UTC+0900,2021-11-09 13:26:00,2021-11-09 13:26:59.999,34,0,34,1.3333334,15195,20.26,1.66,eyBgT68yQ9,WEARABLE
1636432020000,1636432079999,UTC+0900,2021-11-09 13:27:00,2021-11-09 13:27:59.999,84,0,84,1.3611112,38997,53.08,3.68,eyBgT68yQ9,WEARABLE
1636432080000,1636432139999,UTC+0900,2021-11-09 13:28:00,2021-11-09 13:28:59.999,3,0,3,1.2777778,1713,2.19,0.11,eyBgT68yQ9,WEARABLE
1636432140000,1636432199999,UTC+0900,2021-11-09 13:29:00,2021-11-09 13:29:59.999,13,0,13,1.3055556,7422,9.69,0.44,eyBgT68yQ9,WEARABLE
1636432440000,1636432499999,UTC+0900,2021-11-09 13:34:00,2021-11-09 13:34:59.999,98,0,98,1.2456046,54700,68.135,3.57,eyBgT68yQ9,WEARABLE
1636432500000,1636432559999,UTC+0900,2021-11-09 13:35:00,2021-11-09 13:35:59.999,35,0,35,1.3055556,20129,26.28,1.17,eyBgT68yQ9,WEARABLE
1636432920000,1636432979999,UTC+0900,2021-11-09 13:42:00,2021-11-09 13:42:59.999,27,0,27,1.25,15904,19.88,0.95,eyBgT68yQ9,WEARABLE
1636432980000,1636433039999,UTC+0900,2021-11-09 13:43:00,2021-11-09 13:43:59.999,110,0,110,1.359,60000,81.54,4.02,eyBgT68yQ9,WEARABLE
1636433040000,1636433099999,UTC+0900,2021-11-09 13:44:00,2021-11-09 13:44:59.999,102,0,102,1.2608334,60000,75.65,3.8,eyBgT68yQ9,WEARABLE
1636433100000,1636433159999,UTC+0900,2021-11-09 13:45:00,2021-11-09 13:45:59.999,102,0,102,1.2486666,60000,74.92,3.83,eyBgT68yQ9,WEARABLE
1636433160000,1636433219999,UTC+0900,2021-11-09 13:46:00,2021-11-09 13:46:59.999,100,0,100,1.2168334,60000,73.01,3.98,eyBgT68yQ9,WEARABLE
1636433220000,1636433279999,UTC+0900,2021-11-09 13:47:00,2021-11-09 13:47:59.999,61,0,61,1.3333334,28785,38.38,2.09,eyBgT68yQ9,WEARABLE
1636433340000,1636433399999,UTC+0900,2021-11-09 13:49:00,2021-11-09 13:49:59.999,17,0,17,1.5277778,8620,13.17,0.63,eyBgT68yQ9,WEARABLE
1636433520000,1636433579999,UTC+0900,2021-11-09 13:52:00,2021-11-09 13:52:59.999,14,0,14,1.3927962,7683,10.701,0.5,eyBgT68yQ9,WEARABLE
1636434660000,1636434719999,UTC+0900,2021-11-09 14:11:00,2021-11-09 14:11:59.999,31,0,31,1.2777778,17960,22.95,1.08,eyBgT68yQ9,WEARABLE
1636434720000,1636434779999,UTC+0900,2021-11-09 14:12:00,2021-11-09 14:12:59.999,13,0,13,1.1944444,7953,9.5,0.46,eyBgT68yQ9,WEARABLE
1636435500000,1636435559999,UTC+0900,2021-11-09 14:25:00,2021-11-09 14:25:59.999,17,0,17,1.4722222,8938,13.16,0.55,eyBgT68yQ9,WEARABLE
1636435560000,1636435619999,UTC+0900,2021-11-09 14:26:00,2021-11-09 14:26:59.999,37,0,37,1.5833334,18334,29.03,1.38,eyBgT68yQ9,WEARABLE
1636435620000,1636435679999,UTC+0900,2021-11-09 14:27:00,2021-11-09 14:27:59.999,7,0,7,1.3611112,3915,5.33,0.25,eyBgT68yQ9,WEARABLE
1636435800000,1636435859999,UTC+0900,2021-11-09 14:30:00,2021-11-09 14:30:59.999,10,0,10,1.5277778,5059,7.73,0.33,eyBgT68yQ9,WEARABLE
1636435860000,1636435919999,UTC+0900,2021-11-09 14:31:00,2021-11-09 14:31:59.999,6,0,6,1.5833334,2968,4.7,0.2,eyBgT68yQ9,WEARABLE
1636435920000,1636435979999,UTC+0900,2021-11-09 14:32:00,2021-11-09 14:32:59.999,25,0,25,1.3611112,13915,18.94,0.83,eyBgT68yQ9,WEARABLE
1636437900000,1636437959999,UTC+0900,2021-11-09 15:05:00,2021-11-09 15:05:59.999,12,0,12,1.25,6944,8.68,0.45,eyBgT68yQ9,WEARABLE
1636437960000,1636438019999,UTC+0900,2021-11-09 15:06:00,2021-11-09 15:06:59.999,16,0,16,0.8611111,12553,10.81,0.65,eyBgT68yQ9,WEARABLE
1636438020000,1636438079999,UTC+0900,2021-11-09 15:07:00,2021-11-09 15:07:59.999,12,0,12,0.8611111,9394,8.09,0.45,eyBgT68yQ9,WEARABLE
1636438140000,1636438199999,UTC+0900,2021-11-09 15:09:00,2021-11-09 15:09:59.999,25,0,25,1.2777778,14595,18.65,0.82,eyBgT68yQ9,WEARABLE
1636438680000,1636438739999,UTC+0900,2021-11-09 15:18:00,2021-11-09 15:18:59.999,10,0,10,0.8611111,7838,6.75,0.52,eyBgT68yQ9,WEARABLE
1636438740000,1636438799999,UTC+0900,2021-11-09 15:19:00,2021-11-09 15:19:59.999,57,0,57,1.3055556,32798,42.82,1.98,eyBgT68yQ9,WEARABLE
1636441500000,1636441559999,UTC+0900,2021-11-09 16:05:00,2021-11-09 16:05:59.999,12,0,12,1.2777778,6816,8.71,0.46,eyBgT68yQ9,WEARABLE
1636441560000,1636441619999,UTC+0900,2021-11-09 16:06:00,2021-11-09 16:06:59.999,58,0,52,1.25,33960,42.45,1.96,eyBgT68yQ9,WEARABLE
1636442580000,1636442639999,UTC+0900,2021-11-09 16:23:00,2021-11-09 16:23:59.999,24,0,24,1.1666666,14999,17.5,0.91,eyBgT68yQ9,WEARABLE
1636442640000,1636442699999,UTC+0900,2021-11-09 16:24:00,2021-11-09 16:24:59.999,56,0,56,1.1944444,26882,32.11,3.5,eyBgT68yQ9,WEARABLE
1636445940000,1636445999999,UTC+0900,2021-11-09 17:19:00,2021-11-09 17:19:59.999,48,0,48,1.3333334,26970,35.96,1.64,eyBgT68yQ9,WEARABLE
1636446000000,1636446059999,UTC+0900,2021-11-09 17:20:00,2021-11-09 17:20:59.999,21,0,21,1.3888888,11491,15.96,0.76,eyBgT68yQ9,WEARABLE
1636447620000,1636447679999,UTC+0900,2021-11-09 17:47:00,2021-11-09 17:47:59.999,18,0,18,1.0833334,11806,12.79,0.62,eyBgT68yQ9,WEARABLE
1636447680000,1636447739999,UTC+0900,2021-11-09 17:48:00,2021-11-09 17:48:59.999,74,0,74,1.1388888,47203,53.76,2.73,eyBgT68yQ9,WEARABLE
1636447740000,1636447799999,UTC+0900,2021-11-09 17:49:00,2021-11-09 17:49:59.999,90,0,90,1.3888888,49435,68.66,3.03,eyBgT68yQ9,WEARABLE
1636447800000,1636447859999,UTC+0900,2021-11-09 17:50:00,2021-11-09 17:50:59.999,41,0,41,1.6944444,14122,23.93,1.32,eyBgT68yQ9,WEARABLE
1636447860000,1636447919999,UTC+0900,2021-11-09 17:51:00,2021-11-09 17:51:59.999,131,0,131,1.75,53388,93.43,6.33,eyBgT68yQ9,WEARABLE
1636447920000,1636447979999,UTC+0900,2021-11-09 17:52:00,2021-11-09 17:52:59.999,135,0,135,1.8333334,57300,105.05,5.54,eyBgT68yQ9,WEARABLE
1636447980000,1636448039999,UTC+0900,2021-11-09 17:53:00,2021-11-09 17:53:59.999,128,0,128,1.7222222,59324,102.17,4.51,eyBgT68yQ9,WEARABLE
1636448040000,1636448099999,UTC+0900,2021-11-09 17:54:00,2021-11-09 17:54:59.999,80,12,68,1.9444444,34179,66.46,3.4,eyBgT68yQ9,WEARABLE
1636448760000,1636448819999,UTC+0900,2021-11-09 18:06:00,2021-11-09 18:06:59.999,14,2,12,1.4722222,7301,10.75,0.74,eyBgT68yQ9,WEARABLE
1636448820000,1636448879999,UTC+0900,2021-11-09 18:07:00,2021-11-09 18:07:59.999,13,0,13,1.0,9090,9.09,0.53,eyBgT68yQ9,WEARABLE
1636448880000,1636448939999,UTC+0900,2021-11-09 18:08:00,2021-11-09 18:08:59.999,134,0,134,1.8333334,58909,108.0,4.88,eyBgT68yQ9,WEARABLE
1636448940000,1636448999999,UTC+0900,2021-11-09 18:09:00,2021-11-09 18:09:59.999,134,0,134,1.8888888,57557,108.72,5.29,eyBgT68yQ9,WEARABLE
1636449000000,1636449059999,UTC+0900,2021-11-09 18:10:00,2021-11-09 18:10:59.999,124,5,119,1.9444444,52457,102.0,4.93,eyBgT68yQ9,WEARABLE
1636449060000,1636449119999,UTC+0900,2021-11-09 18:11:00,2021-11-09 18:11:59.999,120,20,100,1.9166666,45036,86.32,5.53,eyBgT68yQ9,WEARABLE
1636449120000,1636449179999,UTC+0900,2021-11-09 18:12:00,2021-11-09 18:12:59.999,117,0,117,1.8333334,50596,92.76,4.57,eyBgT68yQ9,WEARABLE
1636449180000,1636449239999,UTC+0900,2021-11-09 18:13:00,2021-11-09 18:13:59.999,21,0,21,1.4722222,10980,16.166,0.76,eyBgT68yQ9,WEARABLE
1636449240000,1636449299999,UTC+0900,2021-11-09 18:14:00,2021-11-09 18:14:59.999,14,0,14,1.4722222,7322,10.78,0.47,eyBgT68yQ9,WEARABLE
1636449420000,1636449479999,UTC+0900,2021-11-09 18:17:00,2021-11-09 18:17:59.999,11,0,11,1.2222222,6504,7.95,0.42,eyBgT68yQ9,WEARABLE
1636449480000,1636449539999,UTC+0900,2021-11-09 18:18:00,2021-11-09 18:18:59.999,47,0,47,1.4444444,21433,30.96,1.65,eyBgT68yQ9,WEARABLE
1636449720000,1636449779999,UTC+0900,2021-11-09 18:22:00,2021-11-09 18:22:59.999,13,0,13,1.3888888,7135,9.91,0.45,eyBgT68yQ9,WEARABLE
1636449780000,1636449839999,UTC+0900,2021-11-09 18:23:00,2021-11-09 18:23:59.999,44,0,44,1.3055556,17670,23.07,3.41,eyBgT68yQ9,WEARABLE
1636451340000,1636451399999,UTC+0900,2021-11-09 18:49:00,2021-11-09 18:49:59.999,12,0,12,1.4722222,6289,9.26,0.42,eyBgT68yQ9,WEARABLE
1636451400000,1636451459999,UTC+0900,2021-11-09 18:50:00,2021-11-09 18:50:59.999,17,0,17,1.4166666,9218,13.06,0.63,eyBgT68yQ9,WEARABLE
1636451460000,1636451519999,UTC+0900,2021-11-09 18:51:00,2021-11-09 18:51:59.999,23,0,23,1.4444444,12240,17.68,0.75,eyBgT68yQ9,WEARABLE
1636453440000,1636453499999,UTC+0900,2021-11-09 19:24:00,2021-11-09 19:24:59.999,38,0,38,1.4166666,20181,28.59,1.3,eyBgT68yQ9,WEARABLE
1636453500000,1636453559999,UTC+0900,2021-11-09 19:25:00,2021-11-09 19:25:59.999,42,0,42,1.3055556,24127,31.5,1.46,eyBgT68yQ9,WEARABLE
1636453920000,1636453979999,UTC+0900,2021-11-09 19:32:00,2021-11-09 19:32:59.999,33,0,33,1.2222222,19849,24.26,1.12,eyBgT68yQ9,WEARABLE
1636454040000,1636454099999,UTC+0900,2021-11-09 19:34:00,2021-11-09 19:34:59.999,13,0,13,1.8611112,6017,11.2,0.58,eyBgT68yQ9,WEARABLE
1636454640000,1636454699999,UTC+0900,2021-11-09 19:44:00,2021-11-09 19:44:59.999,42,0,42,1.4444444,22410,32.37,1.46,eyBgT68yQ9,WEARABLE
1636457460000,1636457519999,UTC+0900,2021-11-09 20:31:00,2021-11-09 20:31:59.999,18,0,18,1.1666666,11108,12.96,0.63,eyBgT68yQ9,WEARABLE
1636457520000,1636457579999,UTC+0900,2021-11-09 20:32:00,2021-11-09 20:32:59.999,17,0,17,1.3888888,9324,12.95,0.6,eyBgT68yQ9,WEARABLE
1636459440000,1636459499999,UTC+0900,2021-11-09 21:04:00,2021-11-09 21:04:59.999,16,3,13,3.0,5356,16.07,0.96,eyBgT68yQ9,WEARABLE
1636460460000,1636460519999,UTC+0900,2021-11-09 21:21:00,2021-11-09 21:21:59.999,11,0,11,1.3888888,5846,8.12,0.46,eyBgT68yQ9,WEARABLE
1636460520000,1636460579999,UTC+0900,2021-11-09 21:22:00,2021-11-09 21:22:59.999,10,0,10,1.1388888,6269,7.14,0.36,eyBgT68yQ9,WEARABLE
1636460880000,1636460939999,UTC+0900,2021-11-09 21:28:00,2021-11-09 21:28:59.999,28,13,15,2.1388888,11131,23.81,1.38,eyBgT68yQ9,WEARABLE
1636462200000,1636462259999,UTC+0900,2021-11-09 21:50:00,2021-11-09 21:50:59.999,19,0,19,1.2777778,11003,14.06,0.63,eyBgT68yQ9,WEARABLE
1636462260000,1636462319999,UTC+0900,2021-11-09 21:51:00,2021-11-09 21:51:59.999,7,0,7,1.2222222,4205,5.14,0.25,eyBgT68yQ9,WEARABLE
1636463340000,1636463399999,UTC+0900,2021-11-09 22:09:00,2021-11-09 22:09:59.999,47,0,47,1.3317345,25605,34.1,1.77,eyBgT68yQ9,WEARABLE
1636463520000,1636463579999,UTC+0900,2021-11-09 22:12:00,2021-11-09 22:12:59.999,23,0,23,1.3055556,13159,17.18,0.79,eyBgT68yQ9,WEARABLE
1636463580000,1636463639999,UTC+0900,2021-11-09 22:13:00,2021-11-09 22:13:59.999,2,0,2,1.3888888,1108,1.54,0.06,eyBgT68yQ9,WEARABLE
1636463880000,1636463939999,UTC+0900,2021-11-09 22:18:00,2021-11-09 22:18:59.999,12,0,12,1.6388888,5772,9.46,0.39,eyBgT68yQ9,WEARABLE
1636463940000,1636463999999,UTC+0900,2021-11-09 22:19:00,2021-11-09 22:19:59.999,10,0,10,1.1111112,6425,7.14,0.35,eyBgT68yQ9,WEARABLE
1636464060000,1636464119999,UTC+0900,2021-11-09 22:21:00,2021-11-09 22:21:59.999,16,6,10,2.3333333,6162,14.38,0.92,eyBgT68yQ9,WEARABLE
1636467300000,1636467359999,UTC+0900,2021-11-09 23:15:00,2021-11-09 23:15:59.999,48,0,48,1.3055556,27291,35.63,1.81,eyBgT68yQ9,WEARABLE
1636467360000,1636467419999,UTC+0900,2021-11-09 23:16:00,2021-11-09 23:16:59.999,28,0,28,1.2777778,16106,20.58,0.88,eyBgT68yQ9,WEARABLE
1636467540000,1636467599999,UTC+0900,2021-11-09 23:19:00,2021-11-09 23:19:59.999,58,0,58,1.4166666,31623,44.8,2.02,eyBgT68yQ9,WEARABLE
1636467720000,1636467779999,UTC+0900,2021-11-09 23:22:00,2021-11-09 23:22:59.999,43,0,43,1.2777778,25027,31.98,1.47,eyBgT68yQ9,WEARABLE
1636467780000,1636467839999,UTC+0900,2021-11-09 23:23:00,2021-11-09 23:23:59.999,2,0,2,1.3611112,1131,1.54,0.08,eyBgT68yQ9,WEARABLE
1636468260000,1636468319999,UTC+0900,2021-11-09 23:31:00,2021-11-09 23:31:59.999,29,19,10,2.380515,11200,26.664,1.73,eyBgT68yQ9,WEARABLE
1636468320000,1636468379999,UTC+0900,2021-11-09 23:32:00,2021-11-09 23:32:59.999,21,0,21,1.3055556,11841,15.46,0.72,eyBgT68yQ9,WEARABLE
1636468800000,1636468859999,UTC+0900,2021-11-09 23:40:00,2021-11-09 23:40:59.999,14,0,14,0.9166667,10494,9.62,0.49,eyBgT68yQ9,WEARABLE
1636469460000,1636469519999,UTC+0900,2021-11-09 23:51:00,2021-11-09 23:51:59.999,11,0,11,1.4166666,5936,8.41,0.38,eyBgT68yQ9,WEARABLE
1636470240000,1636470299999,UTC+0900,2021-11-10 00:04:00,2021-11-10 00:04:59.999,12,0,12,1.0555556,8062,8.51,0.47,eyBgT68yQ9,WEARABLE
1636470360000,1636470419999,UTC+0900,2021-11-10 00:06:00,2021-11-10 00:06:59.999,28,0,28,1.4166666,15162,21.48,1.0,eyBgT68yQ9,WEARABLE
1636470420000,1636470479999,UTC+0900,2021-11-10 00:07:00,2021-11-10 00:07:59.999,25,0,25,1.5419024,12575,19.39,1.04,eyBgT68yQ9,WEARABLE
1636470480000,1636470539999,UTC+0900,2021-11-10 00:08:00,2021-11-10 00:08:59.999,50,0,50,1.4104296,27319,38.532,1.8,eyBgT68yQ9,WEARABLE
1636470600000,1636470659999,UTC+0900,2021-11-10 00:10:00,2021-11-10 00:10:59.999,25,0,25,1.5277778,12717,19.43,0.83,eyBgT68yQ9,WEARABLE
1636470720000,1636470779999,UTC+0900,2021-11-10 00:12:00,2021-11-10 00:12:59.999,40,0,40,1.2222222,23923,29.24,1.43,eyBgT68yQ9,WEARABLE
1636472280000,1636472339999,UTC+0900,2021-11-10 00:38:00,2021-11-10 00:38:59.999,65,0,65,1.3888888,35474,49.27,2.27,eyBgT68yQ9,WEARABLE
1636472340000,1636472399999,UTC+0900,2021-11-10 00:39:00,2021-11-10 00:39:59.999,15,0,15,1.1666666,9257,10.8,0.52,eyBgT68yQ9,WEARABLE
1636472700000,1636472759999,UTC+0900,2021-11-10 00:45:00,2021-11-10 00:45:59.999,16,0,16,1.2777778,9203,11.76,0.57,eyBgT68yQ9,WEARABLE
1636472940000,1636472999999,UTC+0900,2021-11-10 00:49:00,2021-11-10 00:49:59.999,12,0,12,1.0555556,7986,8.43,0.43,eyBgT68yQ9,WEARABLE
